user_id,product_id,discount_offered,converted
401,1022,35,1
640,1213,11,0
33,1149,13,0
688,1241,17,0
460,1272,7,0
955,1059,39,0
883,1287,37,0
470,1202,25,1
375,1032,35,0
22,1162,38,1
750,1255,36,1
670,1254,39,0
38,1009,19,0
230,1139,36,0
365,1010,10,0
563,1214,49,0
438,1273,25,0
776,1048,37,0
283,1111,36,0
27,1153,23,0
226,1123,37,0
277,1102,32,0
798,1241,35,0
609,1191,25,0
284,1217,38,0
879,1051,19,0
960,1292,18,0
481,1081,23,0
453,1088,47,1
829,1194,19,1
816,1104,10,0
659,1271,13,0
516,1096,41,0
547,1198,24,1
192,1001,38,1
49,1167,42,1
512,1126,30,0
17,1081,22,1
172,1251,32,0
220,1169,13,0
158,1073,36,0
477,1141,10,1
46,1070,18,1
373,1262,32,0
518,1245,28,1
99,1003,17,0
892,1063,47,1
745,1049,16,0
37,1076,23,0
280,1175,25,0
349,1109,31,1
497,1183,23,1
302,1192,28,0
181,1065,30,0
607,1271,49,1
99,1100,32,0
700,1032,50,1
993,1128,22,0
116,1043,48,1
191,1078,40,1
253,1289,46,1
981,1270,33,0
928,1162,21,0
983,1189,8,0
161,1247,48,1
256,1216,49,0
323,1168,33,0
128,1193,8,0
18,1283,14,1
793,1013,29,0
735,1240,35,0
566,1147,7,0
570,1204,6,0
323,1080,29,0
872,1043,10,1
686,1089,30,1
792,1148,12,0
626,1095,39,0
288,1151,31,0
943,1002,29,1
854,1022,22,0
663,1007,5,0
962,1206,43,1
639,1114,7,0
155,1272,8,1
490,1083,45,0
386,1179,41,1
986,1210,19,0
785,1124,12,0
104,1113,42,1
929,1012,23,0
393,1126,30,1
811,1053,43,1
246,1283,14,1
176,1140,42,0
39,1097,18,1
477,1005,45,0
682,1057,23,0
759,1069,34,1
538,1118,9,0
867,1059,35,0
818,1033,11,0
921,1050,23,0
408,1019,35,1
525,1214,43,1
828,1197,28,0
506,1047,38,0
903,1167,27,1
825,1289,49,0
36,1141,44,1
685,1084,10,1
20,1182,42,1
321,1079,45,1
776,1215,40,0
512,1014,31,0
400,1215,15,0
654,1128,9,0
972,1248,21,1
883,1029,11,0
471,1280,31,1
143,1202,19,1
92,1057,50,1
354,1218,17,0
834,1062,15,0
800,1157,49,1
727,1202,30,0
959,1017,26,0
854,1006,32,1
51,1058,28,0
665,1169,33,1
698,1082,13,1
575,1219,46,1
190,1177,8,0
125,1204,50,1
150,1071,22,1
314,1266,47,0
570,1098,20,1
342,1291,37,0
305,1208,33,1
692,1002,43,0
682,1124,14,0
838,1280,13,0
783,1074,35,0
54,1166,32,1
444,1022,7,0
613,1154,18,0
993,1295,29,0
264,1219,19,1
53,1157,6,1
572,1230,28,0
620,1020,18,1
5,1041,11,0
103,1148,40,0
196,1108,28,0
774,1084,31,0
877,1290,41,1
992,1134,42,1
884,1207,34,0
350,1283,31,0
47,1266,43,1
867,1073,19,0
823,1048,30,0
936,1233,5,0
820,1100,8,0
656,1059,33,0
269,1258,5,1
370,1065,47,0
636,1083,50,0
106,1154,26,1
670,1266,15,1
659,1079,14,0
657,1150,21,1
120,1048,40,0
831,1248,30,0
787,1278,25,0
604,1098,17,0
58,1025,13,0
951,1284,15,0
346,1068,15,0
741,1007,10,0
474,1137,5,0
117,1164,10,0
830,1083,17,0
791,1138,26,1
127,1073,35,0
393,1237,26,0
908,1046,41,0
641,1106,31,0
58,1288,18,1
634,1262,9,0
513,1176,40,0
751,1166,36,0
802,1145,38,0
96,1283,11,0
638,1054,46,0
118,1178,14,0
560,1244,21,1
601,1127,34,0
488,1271,25,0
237,1132,17,0
885,1093,5,1
897,1073,5,1
272,1248,37,0
189,1273,42,1
999,1043,29,0
704,1041,30,1
447,1170,17,0
581,1212,32,1
790,1168,37,1
861,1039,41,0
247,1245,45,1
963,1151,34,0
76,1111,12,0
154,1047,5,0
656,1063,16,0
435,1225,9,1
997,1069,28,0
86,1299,10,0
697,1290,29,0
285,1296,5,0
974,1203,29,0
220,1061,5,1
69,1161,36,0
47,1016,46,0
94,1094,46,1
750,1138,7,1
958,1038,23,0
453,1127,47,1
204,1275,33,1
912,1164,6,0
218,1077,13,0
474,1174,21,0
432,1091,50,0
341,1238,40,1
551,1264,21,0
612,1179,16,0
289,1209,24,0
254,1073,7,0
734,1107,47,0
357,1295,8,0
23,1284,21,1
762,1182,41,0
522,1037,50,1
758,1137,46,1
837,1056,19,0
100,1187,37,1
802,1258,20,1
180,1058,15,0
223,1123,24,0
906,1188,42,1
762,1230,28,0
659,1168,20,0
442,1114,34,1
608,1252,38,0
769,1107,5,0
325,1037,28,0
516,1092,28,0
16,1018,13,1
792,1063,26,0
336,1150,16,0
759,1139,21,0
258,1186,29,0
497,1185,32,1
988,1205,19,0
896,1260,34,0
160,1214,31,0
475,1256,26,0
852,1135,14,0
664,1061,35,0
908,1088,31,0
690,1207,16,0
675,1129,50,1
380,1003,35,1
545,1242,36,1
929,1121,36,0
957,1102,45,1
691,1038,49,1
427,1133,39,1
613,1202,50,0
268,1021,25,0
835,1242,14,0
577,1109,20,1
417,1084,11,0
168,1083,8,0
842,1291,31,0
43,1069,29,0
556,1129,35,0
285,1196,15,0
397,1140,24,1
12,1283,40,0
607,1234,21,0
302,1023,49,1
898,1153,15,0
253,1277,34,0
499,1061,39,0
754,1052,45,0
35,1153,42,0
727,1237,26,1
849,1032,47,0
90,1055,31,1
776,1036,41,0
605,1110,50,1
922,1177,39,1
970,1295,8,0
602,1097,20,1
418,1213,20,0
115,1137,25,0
617,1006,30,1
903,1109,40,0
196,1035,23,0
826,1039,21,0
501,1150,49,1
626,1118,30,0
493,1261,26,0
75,1087,32,1
413,1076,5,1
376,1214,48,1
420,1285,40,0
729,1239,47,1
277,1165,41,0
761,1087,6,1
676,1141,21,0
394,1160,44,0
869,1046,42,0
457,1112,25,0
920,1045,13,0
192,1247,17,0
739,1104,15,1
689,1085,20,1
99,1134,20,0
548,1108,6,0
978,1018,46,0
999,1094,48,0
96,1150,12,0
664,1246,47,0
663,1289,46,0
190,1209,17,0
736,1126,21,1
37,1235,43,0
780,1122,28,0
369,1138,7,0
695,1115,34,0
525,1162,17,1
279,1201,23,1
217,1234,11,1
867,1028,13,0
873,1011,23,0
798,1206,49,1
273,1167,44,0
881,1247,26,1
62,1047,22,0
596,1246,27,0
880,1127,6,0
729,1147,15,0
342,1118,35,1
397,1152,37,1
699,1072,18,0
19,1137,20,1
177,1175,15,0
612,1289,37,1
396,1019,11,0
445,1195,35,1
233,1175,50,1
915,1141,18,0
76,1246,32,0
265,1093,47,1
455,1239,20,0
796,1205,23,1
718,1048,21,0
735,1245,30,0
384,1295,10,0
564,1128,47,0
851,1282,13,0
506,1017,21,0
367,1071,35,1
144,1269,16,1
885,1282,27,1
69,1007,9,0
99,1103,47,1
396,1193,40,0
25,1241,40,1
948,1062,7,0
891,1017,28,1
469,1171,21,0
484,1025,43,0
565,1251,30,0
151,1253,8,0
144,1207,49,0
569,1029,16,0
39,1117,5,0
109,1282,25,0
693,1144,23,0
42,1025,25,0
186,1156,22,0
935,1073,47,0
398,1120,7,0
223,1093,48,1
634,1086,36,0
133,1118,14,1
163,1233,44,0
215,1199,19,0
733,1206,9,0
235,1147,8,0
843,1271,32,0
658,1139,8,1
751,1181,19,0
588,1030,21,0
9,1057,48,0
74,1232,7,0
954,1146,14,0
492,1048,46,0
913,1194,27,1
253,1224,22,0
230,1136,5,0
519,1022,39,1
174,1006,35,1
653,1204,48,1
168,1239,5,0
170,1185,7,0
393,1292,7,0
946,1220,41,0
795,1116,23,0
634,1049,33,0
194,1173,29,1
517,1082,37,0
29,1045,40,0
165,1020,33,1
422,1221,30,1
339,1123,8,0
648,1234,18,0
496,1221,31,0
365,1003,37,1
833,1182,26,0
342,1206,7,0
500,1040,27,0
657,1059,25,0
511,1062,45,0
327,1132,27,0
217,1060,8,0
301,1122,25,0
132,1107,41,1
804,1096,47,1
70,1235,35,0
252,1062,25,0
415,1256,30,0
787,1049,45,0
445,1159,39,0
876,1124,42,0
182,1207,28,1
167,1048,15,0
91,1136,45,0
714,1201,33,0
858,1250,7,0
531,1295,5,0
39,1209,23,1
126,1211,50,0
451,1192,26,1
173,1044,18,1
653,1029,18,0
754,1059,48,1
220,1071,20,0
638,1092,37,1
58,1265,17,0
660,1220,42,0
476,1215,16,0
456,1277,42,0
829,1064,43,1
895,1292,37,1
361,1245,37,1
935,1062,33,1
1,1170,9,0
387,1269,10,0
973,1267,35,1
348,1054,20,1
190,1016,35,0
505,1008,29,0
191,1104,50,1
508,1059,37,0
369,1040,17,0
409,1237,14,0
824,1094,28,0
929,1222,14,0
934,1204,45,1
117,1138,35,1
134,1300,17,0
58,1207,7,1
556,1081,38,0
685,1218,32,0
672,1002,23,1
173,1178,27,1
829,1279,49,0
815,1146,36,1
149,1224,17,0
80,1062,37,0
886,1294,38,0
213,1239,37,1
203,1195,9,1
764,1166,7,0
229,1222,11,0
676,1061,28,0
227,1129,26,0
659,1173,49,0
532,1156,27,0
441,1110,34,1
402,1269,22,1
47,1278,36,0
233,1074,11,0
305,1207,37,0
526,1279,9,0
143,1204,32,0
415,1161,12,1
513,1028,19,0
373,1257,8,0
566,1165,38,0
886,1063,9,1
259,1022,37,0
656,1070,9,0
471,1096,42,1
953,1163,38,0
971,1079,30,0
12,1005,5,0
330,1120,8,1
736,1178,43,1
784,1176,30,0
968,1217,37,1
358,1056,37,0
972,1187,12,1
408,1232,24,0
668,1255,20,0
373,1104,25,0
8,1077,49,0
122,1230,30,0
348,1258,27,0
676,1264,22,1
90,1182,35,0
648,1256,46,1
698,1038,16,0
316,1176,5,0
178,1027,46,1
540,1276,13,0
732,1140,7,0
869,1299,30,0
41,1287,13,0
740,1091,46,0
704,1061,20,1
923,1163,28,0
502,1143,18,1
959,1253,7,0
145,1269,38,0
201,1291,37,1
929,1187,28,0
724,1291,13,0
461,1086,17,0
732,1166,6,0
752,1114,11,0
925,1183,25,1
909,1207,23,0
558,1256,29,1
547,1235,26,0
253,1003,15,1
390,1208,37,0
594,1197,36,0
883,1125,25,0
256,1138,43,0
709,1025,24,0
815,1068,12,0
921,1061,46,1
450,1029,41,1
10,1019,13,1
824,1171,29,0
798,1074,29,1
242,1061,37,1
251,1153,6,0
877,1276,23,0
5,1048,50,0
119,1211,24,0
801,1139,46,1
374,1110,45,0
65,1183,46,0
146,1028,33,0
224,1197,10,0
239,1191,21,1
177,1051,29,0
779,1149,42,1
853,1268,8,1
282,1050,34,0
63,1246,24,1
217,1113,7,1
854,1170,27,1
827,1166,22,0
795,1014,30,0
689,1203,40,1
461,1288,12,0
929,1189,21,1
610,1155,35,0
105,1055,41,0
99,1182,49,1
511,1210,37,1
385,1075,31,0
405,1277,49,0
823,1133,8,0
518,1059,26,0
476,1182,30,0
977,1064,36,1
709,1260,28,1
863,1193,50,0
645,1143,39,1
870,1104,41,0
771,1214,36,1
437,1242,11,1
23,1209,37,1
997,1093,35,0
565,1142,16,0
677,1112,15,0
714,1059,28,0
458,1043,12,0
83,1207,36,0
145,1268,42,0
85,1296,26,1
78,1118,38,1
457,1020,23,0
878,1222,24,0
1,1166,18,1
51,1131,37,0
685,1156,14,0
717,1184,20,1
772,1090,8,0
446,1094,31,1
449,1013,32,0
881,1293,47,0
488,1230,20,0
800,1292,37,1
34,1026,23,1
348,1075,25,0
95,1299,26,1
72,1150,13,1
551,1148,13,0
154,1008,13,1
250,1029,31,0
674,1296,21,0
438,1209,48,1
118,1128,49,1
771,1116,12,0
891,1144,20,1
306,1235,22,0
268,1007,37,0
961,1045,5,0
54,1239,16,1
236,1155,10,0
389,1181,45,0
990,1215,9,0
734,1088,20,1
763,1256,22,0
825,1073,22,1
401,1179,5,0
624,1212,23,0
767,1293,12,1
303,1234,7,0
919,1239,29,1
207,1223,9,0
229,1119,44,0
853,1264,23,0
910,1207,22,0
578,1095,35,0
75,1222,37,1
435,1276,22,0
103,1231,43,1
422,1119,20,0
704,1268,20,0
764,1273,42,0
738,1064,45,0
806,1298,11,0
306,1011,18,0
98,1098,47,0
850,1071,29,1
798,1058,36,1
335,1290,42,0
859,1251,26,0
435,1276,20,0
447,1050,33,1
994,1216,20,1
308,1052,16,1
249,1271,21,0
166,1084,41,0
481,1293,31,0
984,1126,29,0
335,1296,17,0
542,1072,12,1
759,1296,9,1
106,1236,16,1
563,1056,45,0
81,1110,7,0
133,1192,39,1
797,1093,37,0
900,1056,26,1
138,1060,48,0
184,1138,13,0
401,1039,45,1
330,1028,22,1
785,1049,33,1
508,1125,43,1
852,1013,31,0
984,1036,40,0
69,1101,49,1
546,1282,21,0
774,1086,38,1
53,1004,50,1
450,1223,7,1
205,1166,9,0
126,1278,18,1
747,1130,7,0
43,1031,27,1
752,1011,43,0
971,1096,34,0
883,1190,49,1
111,1192,27,0
761,1266,31,0
663,1128,14,1
183,1238,29,1
848,1112,17,1
95,1145,20,0
971,1065,45,1
374,1247,38,1
912,1223,41,1
520,1106,26,0
900,1181,21,0
360,1184,27,0
900,1226,40,0
696,1265,13,0
281,1278,6,0
195,1089,36,0
864,1176,26,0
195,1018,47,0
667,1106,17,0
93,1271,12,0
672,1167,5,0
946,1013,21,1
61,1032,16,0
634,1040,8,0
51,1148,17,0
403,1218,35,0
789,1219,45,1
5,1082,11,0
466,1208,27,0
604,1201,28,0
682,1038,9,0
829,1211,9,0
534,1249,21,0
405,1227,34,1
838,1048,13,0
513,1018,10,0
645,1295,29,0
233,1196,23,0
524,1187,20,0
346,1224,25,1
46,1229,6,0
546,1077,14,0
945,1188,20,1
78,1270,41,0
730,1095,19,0
813,1132,17,0
923,1039,17,1
73,1072,36,0
794,1281,49,0
249,1160,50,1
47,1187,12,0
121,1191,47,0
214,1120,22,0
239,1220,40,0
56,1053,30,1
350,1222,14,0
107,1131,35,0
831,1237,37,1
48,1246,33,0
573,1226,9,0
337,1208,17,0
26,1096,5,0
804,1200,27,1
257,1247,44,0
8,1072,7,0
625,1185,7,0
867,1006,11,0
253,1206,40,0
692,1032,39,1
719,1099,19,1
303,1256,44,0
639,1187,7,0
56,1076,33,1
726,1177,34,0
526,1287,43,1
474,1255,22,0
28,1190,15,0
983,1127,47,1
78,1287,42,1
216,1254,44,1
386,1213,5,0
365,1250,33,1
666,1084,14,0
526,1013,32,0
699,1045,35,0
312,1127,23,0
883,1114,7,1
7,1276,40,1
3,1205,47,1
623,1273,19,0
919,1058,37,0
750,1219,45,0
363,1109,47,0
751,1279,49,1
508,1174,30,0
274,1264,20,0
506,1111,40,0
806,1187,37,0
739,1269,24,1
883,1229,17,0
15,1156,37,1
192,1189,9,0
985,1272,41,1
631,1002,18,0
485,1246,31,0
28,1210,27,0
714,1286,18,1
39,1013,44,1
953,1096,8,0
273,1221,43,0
231,1238,23,0
86,1094,8,0
474,1269,34,1
126,1171,23,0
812,1094,35,1
537,1149,35,0
145,1112,13,1
525,1055,17,0
212,1116,18,0
25,1143,50,0
580,1201,14,0
394,1180,35,0
67,1202,41,1
233,1053,27,0
109,1180,31,1
146,1137,10,0
111,1182,30,1
228,1001,6,0
111,1044,49,1
470,1227,17,0
34,1098,23,1
623,1208,5,0
776,1265,44,0
936,1288,36,0
369,1271,26,0
748,1140,33,1
595,1237,6,1
554,1072,44,1
425,1155,42,1
613,1190,15,0
518,1268,21,0
692,1107,47,1
282,1232,12,0
320,1042,26,0
738,1190,8,0
443,1139,15,0
952,1103,12,0
315,1171,13,0
877,1273,30,0
966,1221,6,0
741,1213,20,0
377,1056,35,0
289,1102,10,0
437,1192,25,1
662,1200,30,1
277,1233,23,0
710,1227,32,1
582,1139,12,1
503,1149,18,1
624,1115,28,0
516,1063,48,1
350,1104,41,0
843,1156,30,0
446,1273,35,0
830,1006,36,1
350,1147,45,0
607,1184,6,1
664,1028,29,1
823,1038,48,0
137,1119,6,0
759,1293,46,1
899,1244,5,1
243,1068,40,1
543,1214,16,0
40,1218,13,0
229,1177,40,0
548,1299,45,1
920,1164,32,0
223,1058,42,1
6,1269,37,0
322,1058,46,0
468,1288,50,0
732,1105,26,0
75,1228,29,1
4,1247,22,1
847,1188,10,1
646,1083,22,0
118,1186,20,0
881,1252,19,1
606,1238,12,0
504,1184,17,0
998,1284,47,0
947,1210,11,1
574,1296,21,0
441,1097,36,0
194,1208,26,0
847,1137,17,0
715,1184,27,1
392,1076,33,1
26,1287,26,0
435,1142,5,0
173,1237,33,0
300,1025,9,0
645,1290,39,1
326,1067,14,0
410,1250,23,1
118,1118,41,1
836,1073,11,0
787,1282,50,1
724,1010,39,1
225,1211,49,0
532,1152,17,0
113,1005,14,0
140,1195,6,0
559,1283,10,1
1,1113,12,0
90,1271,40,0
654,1163,29,0
320,1105,48,1
550,1181,44,1
805,1044,11,0
894,1282,50,0
139,1175,27,0
511,1162,23,1
868,1140,50,1
845,1132,26,1
259,1087,17,1
673,1176,25,0
902,1183,5,1
690,1129,23,1
10,1246,37,1
261,1089,8,0
919,1066,46,0
650,1158,7,0
172,1149,31,1
898,1116,45,1
13,1214,39,1
168,1294,32,0
642,1253,10,0
596,1143,10,0
321,1250,48,1
319,1025,27,0
613,1277,37,1
329,1070,20,0
785,1113,28,0
777,1112,9,0
971,1091,45,0
911,1018,46,1
920,1149,17,0
550,1227,16,1
419,1214,9,1
606,1151,41,0
95,1192,35,1
817,1040,32,0
581,1242,32,0
318,1138,34,1
956,1180,22,1
236,1200,48,1
946,1203,31,1
334,1061,39,0
885,1192,30,0
376,1005,43,1
459,1237,22,1
137,1181,37,1
930,1037,29,0
588,1056,35,1
995,1237,41,0
547,1197,6,0
513,1073,37,0
296,1059,43,1
320,1240,47,0
918,1002,47,0
572,1188,36,0
832,1030,22,1
349,1267,21,1
840,1108,38,0
779,1090,43,1
873,1205,11,0
229,1220,46,0
270,1094,39,0
828,1103,34,1
798,1223,16,0
291,1186,39,0
725,1184,15,0
165,1162,48,1
5,1247,8,0
851,1031,29,0
379,1052,36,0
78,1076,24,1
410,1278,35,0
574,1040,8,0
132,1101,42,0
601,1111,5,0
749,1249,7,0
42,1191,41,0
89,1182,26,0
402,1209,21,0
296,1022,18,0
840,1166,45,1
295,1099,39,0
616,1208,17,0
526,1008,39,0
800,1190,47,1
691,1175,6,0
637,1273,17,0
422,1017,20,0
865,1090,22,0
23,1141,11,0
575,1145,49,0
143,1166,40,1
993,1078,45,0
665,1262,34,0
145,1163,46,0
225,1014,45,0
503,1239,11,0
962,1072,19,0
974,1143,44,1
821,1283,23,0
616,1269,47,1
104,1241,41,0
947,1245,6,0
39,1163,46,0
947,1060,17,1
198,1006,44,0
646,1197,45,0
579,1058,47,1
391,1217,47,0
179,1026,35,1
968,1005,20,0
554,1020,46,0
448,1198,48,0
500,1059,10,0
15,1242,32,0
623,1146,36,1
669,1273,48,1
289,1249,14,1
478,1014,22,0
231,1013,8,0
923,1044,13,0
420,1019,11,0
157,1063,12,0
550,1239,47,1
441,1100,11,0
97,1163,45,0
997,1122,44,0
411,1044,7,0
951,1145,21,1
289,1050,6,1
254,1065,19,0
196,1288,50,0
598,1164,33,1
834,1141,26,0
522,1128,8,1
517,1239,10,1
635,1296,42,1
842,1187,30,1
865,1208,15,0
118,1220,30,0
806,1190,21,0
909,1284,28,0
159,1237,32,1
815,1194,39,1
228,1287,35,0
877,1259,17,1
216,1246,39,0
948,1136,20,0
696,1280,19,0
15,1271,47,1
157,1171,22,0
648,1159,41,1
261,1201,45,1
157,1045,31,1
47,1264,39,0
324,1071,49,0
844,1103,39,1
685,1125,32,0
130,1286,43,1
411,1230,42,0
95,1146,13,0
627,1197,16,1
755,1221,19,0
932,1060,25,1
292,1098,39,0
794,1171,46,0
811,1173,37,0
283,1151,23,1
69,1122,27,0
660,1108,17,0
11,1004,48,1
254,1093,5,1
842,1006,33,0
872,1288,28,1
550,1106,20,1
134,1146,29,1
712,1271,27,0
23,1096,32,0
815,1229,20,0
346,1202,47,0
302,1212,42,0
363,1006,15,0
396,1112,7,0
218,1106,19,1
141,1139,5,0
616,1299,11,0
958,1096,5,0
210,1297,36,0
985,1214,13,1
993,1291,33,0
623,1022,30,1
